"TimeStamp","Mean Gradient Total","Mean Gradient Horizontal","Mean Gradient Vertical","Twist (alpha)","Mean Inclination angle from Radial","Mean Photospheric Magnetic Free Energy","Mean Shear Angle","Fraction Area Shear gt 45 deg","Mean Vertical Current Density","Unsigned Magnetic Flux in Gauss/Cm^2","Total Unsigned current Ampere","Total Photospheric Energy Density","Total Unsigned Current Helicity","Absolute Val of Current Helicity"
"2012/07/09 06:10","114.797","55.262","117.101","-0.01216984","39.572","1180.143","27.867","15.234000000000002","0.52000409","3.3742159999999997E21","9.321625E12","1.223264E22","308.355","15.49"
"2012/07/09 06:22","117.087","56.115","119.816","-0.01288232","38.874","1243.632","27.289","13.989","0.56699634","3.240427E21","9.012881E12","1.201868E22","309.936","15.878"
"2012/07/09 06:34","119.82","57.129","122.861","-0.01222599","38.669","1269.171","26.422","12.739","0.53171128","3.124613E21","8.134729E12","1.135195E22","292.459","14.967"
"2012/07/09 06:46","123.515","58.383","127.488","-0.00764927","37.627","1342.631","25.92","11.935","0.63278258","2.930694E21","7.122526E12","1.077154E22","266.002","8.887"
"2012/07/09 06:58","127.489","60.159","131.28","-0.00812084","36.766","1392.973","24.479","9.665","0.85965687","2.717193E21","6.428795E12","9.819427E21","252.278","8.965"
"2012/07/09 07:10","128.928","61.049","132.858","-0.01319917","37.018","1560.3670000000004","24.761","9.163","0.89906251","2.653606E21","6.081189E12","1.042542E22","246.402","14.305"
"2012/07/09 07:22","133.248","63.50100000000001","136.907","-0.01249459","36.549","1593.7879999999998","23.897","7.984","0.61435455","2.510858E21","5.487484E12","9.702596E21","235.815","13.159"
"2012/07/09 07:34","131.311","63.019","134.695","-0.01694051","37.271","1617.4589999999996","24.204","7.741","0.95799512","2.474532E21","5.41824E12","9.850989E21","230.049","17.515"
"2012/07/09 07:46","132.642","64.648","135.159","-0.00790738","37.327","1706.02","24.923","9.128","0.33809489","2.442505E21","5.04363E12","1.002786E22","215.31","8.228"
"2012/07/09 07:58","132.36700000000002","65.245","134.431","-0.00810321","38.537","1711.856","25.148000000000003","9.214","0.45403087","2.384055E21","4.940183E12","1.006671E22","212.673","8.158"
"2012/07/09 08:10","134.67","66.85600000000001","135.80200000000002","-0.0111784","38.485","1661.917","24.865","8.753","0.39862749","2.435167E21","5.131222E12","1.008645E22","217.814","11.364"
"2012/07/09 08:22","134.072","67.251","134.468","-0.0102187","38.187","1696.412","25.05","9.042","0.55130535","2.475835E21","5.252367E12","1.039042E22","220.6","10.58"
"2012/07/09 08:34","131.51","66.515","131.656","-0.00754716","39.479","1691.136","25.716","9.182","0.56865191","2.432174E21","4.946838E12","1.049286E22","204.334","7.626"
"2012/07/09 08:46","132.57","68.428","132.084","-0.00808501","39.362","1681.108","24.982","8.552","0.30677348","2.368748E21","4.829319E12","1.002431E22","201.949","8.0"
"2012/07/09 08:58","131.859","67.6","131.045","-0.00730994","39.099","1700.956","25.341","8.703","0.45552474","2.340257E21","4.742414E12","1.001843E22","198.19","7.138"
"2012/07/09 09:10","133.47799999999998","68.264","132.743","-0.00857239","38.238","1623.12","24.412","7.069","0.48878148","2.319431E21","4.771839E12","9.391843E21","200.399","8.32"
"2012/07/09 09:22","130.162","66.925","129.58","-4.3009E-4","38.584","1638.303","24.607","7.427","0.37919986","2.257597E21","4.355858E12","9.257771E21","184.632","0.407"
"2012/07/09 09:34","130.997","66.725","129.971","-0.00988741","38.925","1641.2620000000004","24.794","7.856","0.46025017","2.239661E21","4.442027E12","9.294107E21","186.828","9.227"
"2012/07/09 09:46","128.5","65.964","127.789","-0.01313114","38.912","1597.3870000000004","24.496","7.796","0.69679403","2.222331E21","4.258547E12","8.979893E21","181.55900000000003","12.23"
"2012/07/09 09:58","127.742","65.561","126.294","-0.00970765","39.113","1542.078","25.103","9.62","0.6401062","2.28985E21","4.598688E12","9.15433E21","196.628","9.175"
"2012/07/09 10:10","130.594","66.766","128.83100000000002","-0.0112241","37.992","1556.679","24.275","7.875","0.54609275","2.309666E21","4.584482E12","9.162451E21","194.229","10.651"
